screen_time_hours,sleep_duration_hours,study_time_hours,workout_time_hours,stress_level,anxiety_level,coffee_intake_mg,socializing_time_hours,water_intake_litres,junk_food_intake,burnout_score
5.768703435223519,7.794706266872924,6.157361666862592,1.830629607273935,4,1,199.12205178067842,1.8787245241643311,2.315608600247597,1,3.86
5.3977926088214225,9.16235293098685,3.9229830609985856,0.7714518717068641,4,3,192.27142494941762,3.767829058405179,2.2947625230883393,3,6.09
3.0429560192651453,3.292533249809066,3.654745400118361,0.6988939698191097,2,2,177.991209609179,2.501718993027699,2.016983806175741,3,3.49
4.5603115832105825,5.804657116794285,5.767319874973345,1.2343871280375118,2,4,147.77155556981324,3.8429030483046507,2.0844613116661375,3,4.97
5.078722458080425,7.86560819077081,5.304645756826839,0.5008072804058543,4,4,203.24671735553545,1.3489359980851277,2.115219443855252,2,6.99
8.11424445243783,6.695431920935511,0.8472156860315012,1.1508959499097329,4,2,205.78504311299187,1.3660545901065815,1.6719791300955118,2,5.37
6.687236579136923,7.556718810056963,6.9530806994517915,1.383040139192345,5,1,98.68329876548756,2.527537158680015,2.7370233000730506,1,4.69
2.473919689274532,6.094022219926269,6.760182708294903,1.6134666119421537,4,3,186.40112491056763,1.7385343626807972,2.66579401624385,4,6.76
6.64816793878959,7.12988468120935,2.748874596980941,0.9499229617600236,5,3,134.8483887402229,3.6856654248920178,2.3971227955004837,1,6.31
5.229835439167367,6.766484146911881,4.791607066874818,0.8981631249115171,3,4,31.02129058030056,2.341700383630937,1.7870692067992011,3,5.97
4.646155999388083,8.75167309248971,4.988060372565478,0.5610087066217195,2,3,105.0714371969469,0.9554257801432844,2.269572058975075,1,3.25
7.2233525776817356,7.381631264951819,4.521347531647814,0.5865598229800699,4,2,24.90482517236599,0.26318359145597436,2.489184968884886,4,5.89
8.061999044991902,7.506403993112803,2.8993896923091595,0.8867605540492366,2,1,228.40748280560837,1.9217614076567353,1.3884015491394284,2,2.46
7.862560238232398,6.382184550816299,2.656753264123897,1.183682753408089,2,2,178.47115020434552,1.9108768704667665,2.8472558808492487,1,2.5
4.321564953554723,6.26859066389126,3.9488918580171095,1.4567923131166247,2,5,121.56075110352438,2.3137659233083876,1.1303061944221025,3,6.0
5.381575248297571,6.351162718270569,6.345458038518729,0.5984105246598276,3,4,263.64170746309185,3.210690573755903,2.352302909854538,3,6.37
6.662526862807128,7.591678213567445,5.087200309188865,1.7463442844797608,1,3,155.43927260649332,3.0791133039939274,2.7266411531262347,2,2.5
7.951090254244718,6.368523278769605,3.258771335827788,0.8644381994787156,4,5,35.50217952265004,1.4210989676635672,1.9434682679864845,1,7.23
5.04165152430942,7.434662285344619,5.54339742129669,0.9893163528257819,1,3,114.84171678529512,0.7061805981955787,1.9247678000884634,4,3.69
5.628682046672366,10.113101197968158,0.0,0.6263941604260883,1,1,280.62833498186336,0.7658788649909296,2.333830396323462,2,1.01
3.7873300519879436,8.306687055147538,6.297531400744207,0.0,1,1,96.44194999286853,1.2631982946786215,2.925940945966936,1,0.34
3.6075867518386584,6.510964701748239,0.5205724424438007,1.4420226981805249,2,1,172.01770310062642,1.6332684519609808,1.859466181029317,5,3.25
7.625051644788396,8.801820883245917,3.2751181171937356,1.3684219485462168,5,3,209.51012996117106,2.305062138965167,1.6095224040670275,3,7.59
8.712480057141645,6.387886940467673,1.7606602107477123,0.8593362214408933,2,5,197.19587876439542,1.1990324031040203,1.7881122721960039,4,6.75
5.855979756839332,3.942813197233219,1.4106370485581885,1.033495358612436,2,1,345.956783916648,2.2803919711133145,1.2237430038568897,4,3.61
8.007065795784047,5.487870533623894,6.321653574757039,1.2579696088520498,1,5,55.89573944613849,2.362040145859052,2.448878949357578,4,5.29
6.723272050095268,4.193812118461216,3.0645975973762174,0.21872707155672866,2,3,63.88295355737576,2.1433438825958895,1.7429584736430703,3,4.35
4.709760490789751,6.4727297739380365,4.693007763461432,0.7354736613268527,1,5,57.21964423182936,0.8713770029873049,1.8958304229672223,1,4.01
6.722791211016828,7.027627568784328,3.906158842241632,1.3971323398109137,5,3,126.32652631864921,2.467826725235958,2.454810565709503,2,6.87
9.076073132931938,9.514655968412924,4.954081654446243,0.3728552884153753,4,3,237.9501910545961,4.081269628766723,1.8115448377950756,1,5.65
5.928347921780097,7.490391060646244,4.15364378212051,1.1467789660833145,1,4,67.4612336162791,2.2458968269129045,2.3795451976941986,2,3.3
9.129287311628012,6.6713492067867035,1.4340155516228608,0.3217090976882975,5,3,239.0688404755151,0.0,1.4809557480918567,4,8.56
0.7605097918205113,8.244108371775233,5.99253363889428,1.2332149912167631,4,3,152.81013359421894,3.240879572046903,2.479359714161999,1,5.03
7.643805008750448,3.683297036488172,3.012486833677375,0.9821792588512582,3,2,61.28026454312611,1.2972522233006134,2.170952510632735,4,5.02
6.174094136476342,7.353421837162849,0.8868362026804979,0.19243409204724526,1,1,9.890403474571485,4.265712690495692,1.9557104845901658,5,1.7
5.401985299068265,8.15629779083045,3.1437696780681748,1.5823696772285856,1,4,27.794360495253898,2.1163634513659604,2.065446743971898,4,4.01
6.183521553071005,4.782120631330238,7.001519581268622,0.6327042116009753,3,4,96.73172734128607,0.31529930601417444,1.3566193526736319,4,7.14
2.0248621707982144,8.715631064810394,5.7004434842269855,0.5948737814928096,3,4,136.46790594053437,0.0,2.054000371973485,2,5.72
5.560656224324976,7.5077446112416215,3.3026957311842815,1.1002845986154715,1,2,257.6850381384361,3.5397407626758786,1.929165107321698,5,3.18
6.7142251430234925,6.377068129148798,3.3014845913631423,1.5743186747143576,3,3,213.92705697505912,3.1059049859172725,1.3702836947812183,4,5.94
8.955788089483033,7.949172799159427,3.3567298975652347,0.4920890905108015,2,1,82.88469983357582,4.22601888576669,1.664462286546728,4,2.77
4.963459563452705,10.406039286706594,8.153495967121682,1.030839924923986,4,5,182.69322266977346,2.0109244855735553,1.935377371023741,5,8.98
4.3830127942136246,7.272799382587743,4.763870904463107,1.2144082501652864,4,3,282.1237015353792,1.9434701166203197,1.6963539075260794,5,7.55
4.996485912830927,7.372330879450504,4.8600832943821395,1.346552803631572,4,2,299.91339368240284,1.6172812078414425,0.7939430474747915,1,5.26
7.830804235404148,6.310958650689634,6.060566908063684,1.0882207776386126,2,3,124.84751907571228,1.3417097587407794,2.5381937698044332,2,3.96
6.657502219319369,5.725233445802813,4.477578318053027,0.8164860804583388,3,3,226.66307437640012,1.6075704455421844,1.9289550624551672,5,6.57
4.940479592465922,8.245503724816368,3.481915708358594,0.5862048896756402,5,2,261.1964293510259,2.2174633323240296,0.8630248953817274,5,7.82
7.026534866226712,5.715874261136699,3.6073003018300436,1.0430719415231873,3,4,29.434246145729034,1.1560992130878982,3.0674814698396977,3,5.92
6.194155098696081,7.107349355829089,3.856797481171872,0.46393049400719655,1,4,109.00743302722425,0.33071065312601644,2.6206961656565944,5,4.9
7.937289981065779,6.283513829852325,3.925555526980317,0.0,4,1,327.60149875386105,2.1598766340141777,1.8255089744658324,2,4.88
4.595893812245295,7.7184697386195875,5.4552590872739595,1.218279902078834,3,1,125.91711119032769,1.133804401306568,1.5787512543166495,4,4.11
5.3446757068044635,7.500493157930422,4.103891771614599,1.4519674205430977,5,4,0.0,0.0,2.201595605380261,4,8.54
5.215783693735685,8.556309916386848,5.465280154431158,0.0,1,5,140.3230551690622,2.552567390657011,2.101163407442071,4,5.22
3.072970103735763,6.23497540171788,3.8385668397828354,0.49513464764503123,2,3,239.97003992926895,0.8919409618829717,2.271044962400187,4,4.87
6.592240554129152,6.595187597059943,4.157270380632181,1.309577130502599,2,5,150.52083494407168,2.6617894546907346,1.5801898633724758,3,6.05
6.522110544359778,5.5318544263265395,0.003598630935784719,2.028747734855849,5,3,207.22911574405072,2.6378481065159813,2.5488860104858166,5,8.17
6.010226913284922,6.333560109885832,5.832655349404963,1.010396853837704,1,4,225.05775981245853,2.2835900115228327,1.7632689384122253,4,4.78
5.530825733249706,7.5659507395672785,4.692976951795986,0.6359985293854328,4,1,121.60500388541743,4.496817840356496,2.3403828743277835,1,3.42
3.1692585158991715,8.135482924968027,5.996020219719305,0.9085517794475799,3,1,108.44856108684992,1.8619481500276225,1.601530369771488,4,3.93
5.158709354469282,5.616752013733562,0.0,1.6874382095740925,1,5,162.27527807634172,1.7143604325014117,3.3240719928767435,5,5.37
5.314570966946461,8.30440888015849,8.176749409561456,0.6770179104377323,2,1,164.22231383439046,2.683672421416917,2.347761674482629,4,2.94
4.395445461556762,9.033456788207427,3.7208207436896523,0.6004039966748732,5,4,154.3261455877577,1.9445526378862072,3.4421161382868233,3,7.85
5.677428576667982,7.620152354835551,6.216365633475033,0.7586282389089838,5,5,157.61252181459713,3.160493537394009,2.413800988163023,2,8.64
6.8081017136290765,9.815193718837099,1.9201881457489383,0.5233356958706439,3,3,90.11630923034096,0.7311940924244777,1.719267821565658,2,4.78
9.77237180242106,5.839316201344641,5.225547810125139,1.0613351579973977,5,1,210.02295280647584,0.7478255525356601,2.414690396794598,5,7.13
6.349155625663678,5.133017945032874,1.8931688736526877,1.8123392292347802,5,2,197.9385557690373,2.7658094913262175,2.4502889090966082,2,6.12
6.515100781445529,4.331919626643582,2.7524620786083895,1.1615396365580146,1,1,43.11933066916336,0.8351890606613965,2.186662072248881,2,1.03
5.851108168467666,9.244066467233775,7.828062707733572,0.8738232489368563,4,3,118.86701463312264,2.609098606442714,2.3151962360160283,1,5.38
2.162457569401917,7.9815484845310865,3.618635198473307,0.854094365542228,3,5,157.44638980315574,2.3700028462103657,2.3808635647038376,5,7.54
5.946972249101567,6.916622993634317,4.434865746359446,0.21840459565167147,1,3,107.25495981790604,1.305511713972337,1.5031594946171292,5,4.21
6.120460419882053,7.419952939479731,5.740135461377508,1.4415548885735796,4,2,200.9897582070235,2.367170160233434,1.4675707976350238,2,5.34
10.926484224970572,5.311766429052435,4.991363775945209,0.961081401493599,1,4,144.64939692342898,0.7654075542157606,1.6028915006927833,2,4.25
5.615278070437755,10.66862796942524,4.3008378102871525,0.9097600432046872,1,1,163.52580235641494,1.0001000737362995,2.0637711971852553,2,0.93
6.603094684667225,7.193831772962842,4.729922004932451,2.59655378392243,5,5,117.94325540135414,1.762812261587934,1.88841441426329,3,9.14
5.9305764605895135,7.164092191907339,8.80683117047655,1.149376454182843,4,4,0.0,2.078927819072221,1.5122147170385256,4,7.66
3.662643924760936,8.088649935848037,3.8847624059328294,0.6241044749524078,3,3,0.0,1.6963614630121422,2.3876571052598234,3,4.79
8.285645629030041,7.7215138476050695,4.402198093429935,0.7868212018972284,3,5,197.16876373536218,2.433115963873111,2.14152241006824,5,8.05
7.503866065373549,7.335826036418697,6.1013087920152245,1.5742228545983774,4,4,171.35296611915152,2.388466415048291,2.084464495685427,1,6.51
7.582063894086094,5.814288316832032,6.211051865915968,1.0566352052688823,5,5,185.09297650808676,3.5293668083481444,1.8710053474130321,4,9.83
4.181225090410522,7.707202535703994,6.37406061112076,0.28086101084131665,2,2,160.75782736503305,1.9047146528549954,1.8108859488172135,1,2.62
8.805588621872198,9.82303674471255,5.277460444058369,1.4596144672876017,1,2,167.16539226988115,3.194563431184129,1.5793344190955119,5,3.18
3.1962978744154382,9.018130069232466,1.713990174539033,0.665927957230503,5,1,227.52186988950305,2.920725512893893,2.466870146268669,5,6.24
7.173714187600541,9.389779939959094,7.266863064602192,1.9366488881087727,4,1,185.56954979211298,4.293977283293148,1.6482535591734067,1,3.73
10.380911251619956,6.233176485353223,1.707309213962624,1.5400240328573243,1,2,233.27274802448903,1.8727419800977256,2.1046952333464084,1,1.79
4.0189273497386235,5.5155927696121285,4.605270930478066,0.7763390521706244,3,5,163.71694729812776,1.5796412785470118,2.8310051981360167,1,6.13
4.867404540794456,6.8113196198505275,2.4914482999612844,1.6405081808675566,2,2,125.96946075841832,3.257694222243733,1.8338711276553248,5,3.96
6.199302730175282,7.083587368433042,3.871723306814015,1.0339277552637016,3,1,165.53622897249966,2.385432571741262,2.480351070359597,2,3.08
4.993048691767601,8.641287277706423,4.657524820606961,1.4263868375611097,4,2,83.10576948101625,3.2816592167838996,2.2843545080178367,1,4.19
2.8986731378677346,4.461303055427771,4.642714430900546,1.2423664086472375,1,2,119.61224568704729,2.7167987979895,2.1557337816305266,4,2.59
6.137125949612055,9.29432547919092,4.84384150847057,0.5768216725045632,4,5,164.20570469120295,0.0,2.2151742209523766,5,9.12
3.8753925725477902,6.762988152131516,7.227422538117294,0.678225083841269,1,4,163.14546655208093,2.376321777031183,1.9525467153645348,3,4.11
6.9471848612703635,6.35967839507887,4.90706860302796,1.5149804087905805,5,1,141.48648959976092,2.3112158979514894,2.0173879843967204,3,5.81
4.1611515315323935,5.481843437109749,3.5116867294187024,0.8326123339467295,2,5,38.94522318606347,2.133106902463963,1.7259430258871378,4,6.21
9.09986881003508,4.517714992201346,5.928174336576714,0.7981757683790016,5,2,200.91276371365714,1.867756945876617,2.0207285605670444,2,6.74
4.433493415327526,8.234755875942872,6.378940977849281,0.5224387103253235,5,2,216.73827252796394,0.4078564722056721,1.7073870021082516,1,6.12
5.355876967588649,7.109976950782606,1.544784369726015,1.2117995327967306,4,4,281.49523962017906,2.874176917238323,2.5028275465382985,5,8.06
7.62703443473934,5.065058650388419,5.194800139699716,2.0312624596215727,2,1,185.3420797270985,2.3737684280934945,1.150251285660778,1,2.1
3.5382713671320896,5.057381841904576,5.402345484621796,0.46623354287286356,1,1,150.11694673531863,3.101956697397424,2.240526645562741,5,2.25
6.4549198692082586,6.4963229510648075,3.404872993280016,1.0121097283363791,1,3,68.95763923118801,0.4612444757247469,2.16829335071114,3,3.18
8.614285508564857,9.503532287934089,6.751413626623239,1.7061102777077146,3,1,269.3614295488844,2.5071344895452685,2.123007982088017,1,2.99
2.785033530877545,6.610612972954593,3.6998888259349467,0.9601793043771424,1,4,169.82663814992188,1.7653406624534373,2.5122494744327435,4,4.28
6.369267717064608,4.7452855703228405,4.2511529069430845,1.226185898124867,4,3,165.46985390603652,2.1437880099255295,1.8569382049785264,2,6.2
6.519765588496847,6.631385403871084,3.653856351432261,0.46880323592656015,5,3,129.67550414569183,1.7768403658191092,2.127716922286025,4,7.94
7.563645743554621,6.590914645378494,4.031158095162935,1.2141535486038242,5,2,124.56243468521103,2.5436079274801298,1.1417290559067736,2,6.37
3.526098578243836,3.0,1.8074498262095964,0.9064278674977256,5,2,205.06133872406775,1.8371268790084203,1.7923415589323883,1,5.99
3.3590867738314474,6.918557700223282,1.1198982348114113,1.4928649978399315,2,1,68.28475018731265,0.9480850749443108,2.427868215587612,1,1.24
7.0438831312337955,6.653598204686983,7.189010126449944,1.5936930257823756,1,3,280.03454873270243,2.0864254187861913,1.3304191322317591,2,3.35
6.5939693464663724,8.044309547220127,2.3060773033633444,2.294781821009307,4,2,262.60211660306976,1.7858254628644996,2.0798716835253725,3,5.61
6.5009857006917535,9.773434142418019,2.0172153010873854,1.2898165866067879,2,4,121.67507625063286,1.9166063788711165,1.6612414640581015,5,5.75
6.692896418993952,8.689847544321637,0.0,1.1628981582910831,3,2,80.8908347301566,0.0,1.9445065141141324,4,4.73
4.639950556843019,6.596666964167754,2.7220765046209956,1.097192150788668,4,2,0.0,2.6826360835687053,1.6911612556192015,4,5.55
6.464507394322007,5.340211136887494,1.3538204131850033,0.8234168535946558,4,3,49.88689020126186,1.685336382653219,1.3764021978532848,4,6.83
6.586144946597362,10.86003970487479,7.284030320272738,1.1692419217308456,4,3,208.39291943062995,0.6518464259817343,2.1930016574799005,1,5.7
4.571297163947264,7.088827651021733,6.019634178685268,0.8522992949304853,5,5,175.2273487120523,2.922563516848142,1.975201618987627,4,9.61
9.731549022289514,7.0208939378694195,2.6236993096445524,1.084230488134807,4,4,189.49228522448703,2.6363657277529304,2.3063145598435995,5,8.22
6.947665841823575,6.963812369334995,8.504871610688618,1.65879876780398,1,3,2.3536291740670663,1.6726798037251438,2.3972189539994306,5,3.89
3.617393005594703,7.297127141151782,5.963530973983189,0.49672871736017943,4,1,118.33475039178686,0.8478306204799813,2.6126293685445074,2,4.16
7.313107217267659,6.783459382114087,3.350337232982755,1.5699392805645227,5,4,259.3818245025666,2.178030734679372,2.0667433727213322,1,7.71
4.050636659545357,6.139506989679646,0.0,1.6585575336699327,4,4,142.31780757445173,2.1231060845876093,2.634310512301604,5,7.71
7.574169207484904,6.179711588139412,8.581885145181484,0.9409657365044606,3,3,48.21642123008118,2.924334282991782,1.5121127463045227,3,5.47
8.317191158014808,6.950870094676002,1.220855066472808,0.0,3,4,141.0718135325679,1.5562644851395098,2.4544799146140654,1,5.34
4.358635363296579,6.184862843299353,0.7092025060862164,0.6960890064527838,5,3,88.31860653078002,3.194922134864996,2.229695208163927,1,6.16
7.926752258488643,5.930731325984254,6.045140864019281,1.6484972732805545,1,2,176.69432479563176,1.4597469966642327,2.1165463262573936,5,3.5
6.825561853872997,7.159645341537845,8.879504812678546,0.9885659688505589,1,5,151.6436303110172,0.6541682154575781,2.2223661170815587,3,5.26
7.64412031998898,6.617534173868717,6.768545637021036,0.5003488838525446,2,2,193.46373312658326,0.8677172445227188,1.5196305608322689,2,3.56
9.793585965307894,9.255989482874032,5.12781824010472,0.7476125393858912,5,3,52.566109858790995,1.9375884608643845,1.4016265950374887,5,8.4
5.509223767994259,3.023545287410482,5.189508683330572,1.4203100132522766,4,3,114.1026745067921,1.9344854909412676,2.854914093038499,3,6.42
4.492527671285021,8.637260277883692,5.706831117560616,1.2733667841006897,5,2,237.23474731192874,2.327861140750776,1.915638910901365,1,5.81
4.220971140748953,8.869127788746443,5.5178571795735305,0.8805339504151528,2,1,41.65759564516148,1.9096259688815587,1.9085032890966498,3,2.2
4.368379430069123,3.889914651387776,4.562382847938752,0.8165877940926562,5,1,69.75103871680173,2.9773185160643294,1.4488452628793542,1,4.9
5.845796581171792,6.485968608879476,4.208402207903752,0.804120925478089,5,1,165.94378479936512,1.7389059015374237,1.2591108472515815,5,6.9
6.682303949633288,6.442838701006313,3.874813744200955,0.5387949077507488,2,3,172.9383871267033,0.003723735128583927,1.955840560593859,5,5.5
6.553381598660038,4.888732457923268,2.4920708222666477,1.8076878447347209,1,4,110.89201258057842,1.8789033115342062,1.829206039245636,4,4.5
7.654366498072047,5.833274968613687,3.438649846266452,0.83883976539433,4,3,127.725369388892,0.0,2.0008671783712253,4,7.16
6.026003783755814,5.334136231801256,0.6140863716092291,1.6085792604127482,2,4,192.65804492445133,2.2713909809976975,2.0435769701910873,4,5.53
8.907068154314633,9.628405665135434,3.8033207464105003,1.7606580259612257,3,2,217.9708001407894,3.057192998984916,3.244730540630347,5,5.03
5.470686333524088,8.403517589721192,2.022817785698165,1.4991554490739802,1,5,64.46226677681926,1.0137755137174809,1.8307100096305227,2,4.2
11.440338333179238,8.907332642491237,1.7928213655684582,0.7841898436409758,3,4,179.145561650236,3.4185566863918506,2.7899700539717234,5,6.89
7.251334695530012,8.082508096064853,4.359788302306957,1.2018650451683048,1,1,270.9612800004578,2.842831244728431,2.8210121075224723,3,1.46
4.2856848871674345,5.306422343174156,6.784004572689199,0.9879021968045419,4,3,140.7286350911094,3.2064801554150546,2.376812142635992,5,7.18
3.8582150038777754,6.21321960058034,5.836633212004626,0.5481490696349359,4,2,63.61286769691847,2.189563856434631,1.8824368337254442,5,6.28
6.96494483048637,7.734061841841877,0.858998792753646,1.1621796408608014,5,1,59.91264729382269,1.0072348242481795,1.3192638319336354,1,4.83
5.553074429348298,5.166808286662082,2.020743726859325,0.41048010442009875,3,2,137.1410046950509,2.7808154278141375,2.2389719386669533,1,3.5
7.428000988184184,8.069497645258583,5.881542375976432,1.5938396942307818,1,5,232.86778438940948,1.37539909323166,2.509406039850472,1,4.24
6.94647524914709,6.639511902762798,2.035025212923381,0.7676913513508035,4,3,146.7395320122703,2.1178845061033553,2.8738437321414922,5,7.07
5.854342174686255,6.437768788675604,3.5507337000059507,1.1005798279364196,2,3,165.1385583924742,1.8286490071963815,1.525021022876609,2,3.99
4.30641256386319,8.066439952305238,5.100104198049104,1.141643935773071,4,5,70.29266542609568,3.1246958567968957,1.8782368054073664,3,7.75
2.9703055506282707,7.66639496722906,2.0633110902727294,0.8705475131479613,2,3,228.6494106381238,2.7303270059233293,1.5280677047885765,3,4.18
5.106970095865957,6.45855075127138,4.21075101229192,1.2933469007376375,1,4,58.34731430677161,1.9194342016876291,1.6832610037815388,2,3.48
7.712797588646945,8.738994705046371,1.3319490101635911,0.7625481716887378,4,2,109.64028125826935,0.048392806459847115,2.3321937671178135,2,5.06
6.4281874882604075,5.378405008600154,2.7972647120975727,1.435648648728622,4,1,200.39318896370352,1.364772533470799,1.6603476153171322,3,4.99
3.508522442576024,7.923903410416395,4.639563868285074,0.32701015987662574,1,5,0.0,2.704222289484417,1.5878644113414953,4,4.91
6.346361851702364,7.889651886952576,0.8140125329366614,1.0631897897732059,4,4,163.91689197485664,2.2801102610465844,2.3984979318611375,1,6.15
6.770634759457674,6.535680341029015,4.880949475920798,1.9694644995291424,2,1,66.8741146886575,0.49677806558713855,2.2253693950217732,1,1.67
4.232285127597734,7.489199533363177,3.9607244021466377,0.49983433769721264,4,1,151.32395191272906,0.19341202753111086,2.175005598967587,3,4.76
6.307450211891056,5.123329635422046,5.104979908834295,0.6611275147375743,3,5,121.83555138304507,2.1955091501574566,1.6735563209004671,2,6.83
6.116417436892,8.386040528810351,4.447828268129323,1.2569539248294574,5,4,318.46678602787904,0.9429428322842239,2.646511639107351,4,9.04
3.714059404338754,6.722646795335517,6.728280859947688,1.089790890969799,2,1,118.5503048640075,1.039203539162423,2.0072450986598955,3,2.59
6.715574720696567,6.215915469221441,4.250449005295814,1.1753150496367797,3,1,297.4121098306674,2.672607728782654,3.1900950693773846,1,2.84
7.121569052736469,8.573513838755334,3.141188917749494,1.2445935650738318,1,4,196.95618329466998,3.202238780415674,2.0805830847350224,5,4.77
